@RELATION ISMIRrhythm.ssd

@ATTRIBUTE term0	REAL
@ATTRIBUTE term1	REAL
@ATTRIBUTE term2	REAL
@ATTRIBUTE term3	REAL
@ATTRIBUTE term4	REAL
@ATTRIBUTE term5	REAL
@ATTRIBUTE term6	REAL
@ATTRIBUTE term7	REAL
@ATTRIBUTE term8	REAL
@ATTRIBUTE term9	REAL
@ATTRIBUTE term10	REAL
@ATTRIBUTE term11	REAL
@ATTRIBUTE term12	REAL
@ATTRIBUTE term13	REAL
@ATTRIBUTE term14	REAL
@ATTRIBUTE term15	REAL
@ATTRIBUTE term16	REAL
@ATTRIBUTE term17	REAL
@ATTRIBUTE term18	REAL
@ATTRIBUTE term19	REAL
@ATTRIBUTE term20	REAL
@ATTRIBUTE term21	REAL
@ATTRIBUTE term22	REAL
@ATTRIBUTE term23	REAL
@ATTRIBUTE term24	REAL
@ATTRIBUTE term25	REAL
@ATTRIBUTE term26	REAL
@ATTRIBUTE term27	REAL
@ATTRIBUTE term28	REAL
@ATTRIBUTE term29	REAL
@ATTRIBUTE term30	REAL
@ATTRIBUTE term31	REAL
@ATTRIBUTE term32	REAL
@ATTRIBUTE term33	REAL
@ATTRIBUTE term34	REAL
@ATTRIBUTE term35	REAL
@ATTRIBUTE term36	REAL
@ATTRIBUTE term37	REAL
@ATTRIBUTE term38	REAL
@ATTRIBUTE term39	REAL
@ATTRIBUTE term40	REAL
@ATTRIBUTE term41	REAL
@ATTRIBUTE term42	REAL
@ATTRIBUTE term43	REAL
@ATTRIBUTE term44	REAL
@ATTRIBUTE term45	REAL
@ATTRIBUTE term46	REAL
@ATTRIBUTE term47	REAL
@ATTRIBUTE term48	REAL
@ATTRIBUTE term49	REAL
@ATTRIBUTE term50	REAL
@ATTRIBUTE term51	REAL
@ATTRIBUTE term52	REAL
@ATTRIBUTE term53	REAL
@ATTRIBUTE term54	REAL
@ATTRIBUTE term55	REAL
@ATTRIBUTE term56	REAL
@ATTRIBUTE term57	REAL
@ATTRIBUTE term58	REAL
@ATTRIBUTE term59	REAL
@ATTRIBUTE term60	REAL
@ATTRIBUTE term61	REAL
@ATTRIBUTE term62	REAL
@ATTRIBUTE term63	REAL
@ATTRIBUTE term64	REAL
@ATTRIBUTE term65	REAL
@ATTRIBUTE term66	REAL
@ATTRIBUTE term67	REAL
@ATTRIBUTE term68	REAL
@ATTRIBUTE term69	REAL
@ATTRIBUTE term70	REAL
@ATTRIBUTE term71	REAL
@ATTRIBUTE term72	REAL
@ATTRIBUTE term73	REAL
@ATTRIBUTE term74	REAL
@ATTRIBUTE term75	REAL
@ATTRIBUTE term76	REAL
@ATTRIBUTE term77	REAL
@ATTRIBUTE term78	REAL
@ATTRIBUTE term79	REAL
@ATTRIBUTE term80	REAL
@ATTRIBUTE term81	REAL
@ATTRIBUTE term82	REAL
@ATTRIBUTE term83	REAL
@ATTRIBUTE term84	REAL
@ATTRIBUTE term85	REAL
@ATTRIBUTE term86	REAL
@ATTRIBUTE term87	REAL
@ATTRIBUTE term88	REAL
@ATTRIBUTE term89	REAL
@ATTRIBUTE term90	REAL
@ATTRIBUTE term91	REAL
@ATTRIBUTE term92	REAL
@ATTRIBUTE term93	REAL
@ATTRIBUTE term94	REAL
@ATTRIBUTE term95	REAL
@ATTRIBUTE term96	REAL
@ATTRIBUTE term97	REAL
@ATTRIBUTE term98	REAL
@ATTRIBUTE term99	REAL
@ATTRIBUTE term100	REAL
@ATTRIBUTE term101	REAL
@ATTRIBUTE term102	REAL
@ATTRIBUTE term103	REAL
@ATTRIBUTE term104	REAL
@ATTRIBUTE term105	REAL
@ATTRIBUTE term106	REAL
@ATTRIBUTE term107	REAL
@ATTRIBUTE term108	REAL
@ATTRIBUTE term109	REAL
@ATTRIBUTE term110	REAL
@ATTRIBUTE term111	REAL
@ATTRIBUTE term112	REAL
@ATTRIBUTE term113	REAL
@ATTRIBUTE term114	REAL
@ATTRIBUTE term115	REAL
@ATTRIBUTE term116	REAL
@ATTRIBUTE term117	REAL
@ATTRIBUTE term118	REAL
@ATTRIBUTE term119	REAL
@ATTRIBUTE term120	REAL
@ATTRIBUTE term121	REAL
@ATTRIBUTE term122	REAL
@ATTRIBUTE term123	REAL
@ATTRIBUTE term124	REAL
@ATTRIBUTE term125	REAL
@ATTRIBUTE term126	REAL
@ATTRIBUTE term127	REAL
@ATTRIBUTE term128	REAL
@ATTRIBUTE term129	REAL
@ATTRIBUTE term130	REAL
@ATTRIBUTE term131	REAL
@ATTRIBUTE term132	REAL
@ATTRIBUTE term133	REAL
@ATTRIBUTE term134	REAL
@ATTRIBUTE term135	REAL
@ATTRIBUTE term136	REAL
@ATTRIBUTE term137	REAL
@ATTRIBUTE term138	REAL
@ATTRIBUTE term139	REAL
@ATTRIBUTE term140	REAL
@ATTRIBUTE term141	REAL
@ATTRIBUTE term142	REAL
@ATTRIBUTE term143	REAL
@ATTRIBUTE term144	REAL
@ATTRIBUTE term145	REAL
@ATTRIBUTE term146	REAL
@ATTRIBUTE term147	REAL
@ATTRIBUTE term148	REAL
@ATTRIBUTE term149	REAL
@ATTRIBUTE term150	REAL
@ATTRIBUTE term151	REAL
@ATTRIBUTE term152	REAL
@ATTRIBUTE term153	REAL
@ATTRIBUTE term154	REAL
@ATTRIBUTE term155	REAL
@ATTRIBUTE term156	REAL
@ATTRIBUTE term157	REAL
@ATTRIBUTE term158	REAL
@ATTRIBUTE term159	REAL
@ATTRIBUTE term160	REAL
@ATTRIBUTE term161	REAL
@ATTRIBUTE term162	REAL
@ATTRIBUTE term163	REAL
@ATTRIBUTE term164	REAL
@ATTRIBUTE term165	REAL
@ATTRIBUTE term166	REAL
@ATTRIBUTE term167	REAL
@ATTRIBUTE class	{ChaChaCha,Jive,Quickstep,Rumba,Samba,SlowWaltz,Tango,VienneseWaltz}

@DATA
3.381888,5.504403,4.501699,4.411427,2.593131,3.087057,3.522061,2.615762,2.504530,2.122186,2.265769,1.978608,2.986276,3.161152,3.632104,4.664299,3.645995,2.700299,1.864321,1.700517,1.170776,0.001470,0.001066,0.001066,2.168258,4.439274,4.032658,3.027806,1.267271,3.231629,5.560475,1.718316,2.030297,1.171839,2.395808,1.093593,2.692288,2.862060,3.227186,5.612683,3.223020,1.344861,0.684359,0.611254,0.439225,0.000015,0.000000,0.000000,1.255825,0.651630,1.221392,0.503111,1.001109,1.994095,1.884563,1.677998,1.744971,1.609085,1.733165,1.415996,1.193515,0.847750,0.688375,0.786796,1.071016,1.090564,0.705880,0.814541,1.110624,11.266835,1.000000,1.000000,6.763334,4.025119,5.914796,3.510799,6.746600,8.961997,7.515586,7.187665,6.913405,7.607758,6.260347,6.304461,5.010003,3.478865,3.056273,3.527270,4.504234,5.524593,3.466292,4.002006,4.458815,148.810129,1.000000,1.000000,3.295089,5.284317,4.217262,4.291725,2.481657,2.626401,2.860588,2.350744,2.139835,1.921165,1.824592,1.762503,2.634268,2.866026,3.359863,4.341216,3.311681,2.529386,1.756001,1.578295,1.045403,0.001066,0.001066,0.001066,0.504819,1.012713,0.825577,0.740133,0.395849,0.505562,0.503813,0.566038,0.398699,0.421417,0.326403,0.287866,0.463501,0.482139,0.565989,0.713964,0.819218,0.637230,0.427995,0.345164,0.171250,0.001066,0.001066,0.001066,10.574825,14.108723,13.807109,11.175761,8.681920,12.651698,15.072570,8.888181,9.466299,7.970594,8.952113,6.941590,9.705610,9.305957,9.084294,13.248094,11.254944,7.985700,5.155446,5.031507,3.941458,0.045167,0.001066,0.001066,Jive
4.190334,5.884266,5.571401,4.009198,3.311201,3.010208,2.710706,2.218425,1.708496,1.457233,1.453155,1.506856,2.010092,2.304592,2.758879,3.503790,3.498040,3.534497,2.116714,1.686104,1.131395,0.001444,0.001066,0.001066,3.737955,4.478119,4.986980,2.338978,2.176667,1.579885,2.012342,1.561263,0.867278,0.801017,0.948274,0.921082,1.445912,1.681590,1.819251,3.276208,2.536496,2.362210,0.898043,0.695175,0.420968,0.000025,0.000000,0.000000,1.503421,0.361870,0.427039,0.634543,0.935160,1.043649,1.277332,1.925836,1.568364,1.840530,2.184659,1.942720,1.537907,1.498642,1.113528,1.320078,0.943363,0.857914,0.832430,0.962080,1.359672,14.136460,1.000000,1.000000,6.250683,3.110568,2.800854,3.406813,4.418788,4.700950,6.120311,9.293680,6.025041,8.574758,9.117006,8.350762,5.756094,6.443457,4.958703,5.417290,4.036180,3.686360,3.879442,4.062999,7.552037,231.649772,1.000000,1.000000,3.835172,5.693266,5.374129,3.839128,3.059707,2.773501,2.410870,1.929985,1.468917,1.224872,1.162771,1.244026,1.693527,2.016113,2.478019,3.110838,3.237468,3.286403,1.958029,1.529223,1.041194,0.001066,0.001066,0.001066,0.787695,1.309730,1.157454,0.961452,0.484872,0.707444,0.509982,0.536885,0.369935,0.254499,0.270924,0.304371,0.419559,0.471684,0.556192,0.873503,0.931663,0.997547,0.558729,0.395103,0.189685,0.001066,0.001066,0.001066,11.881067,13.024356,12.300809,9.342507,9.511925,8.378322,9.338160,8.612130,5.774623,6.068831,6.443543,6.143301,7.211256,8.658234,9.157570,11.967168,9.702313,9.437753,5.792099,5.054725,4.794350,0.063462,0.001066,0.001066,Jive
2.938196,4.998548,4.493061,2.847223,2.290911,2.472882,2.317965,1.888373,2.142961,1.582553,1.567627,1.346820,1.852851,2.009878,2.391355,2.338085,2.293652,2.316603,1.937080,1.786757,1.229658,0.002187,0.001066,0.001066,4.383464,4.914788,5.671395,1.759073,1.693362,3.308073,3.999041,1.444967,2.401456,1.284338,1.462917,1.060071,1.826093,2.332129,2.427705,2.109613,2.793072,1.968577,1.730573,1.352104,0.849404,0.000071,0.000000,0.000000,1.786716,0.497846,1.110286,0.509170,0.688344,1.009466,1.830752,1.044983,1.153046,1.573132,1.470034,1.995548,1.604329,1.230057,0.954464,1.103935,1.334720,0.802894,0.923364,0.883333,1.032016,11.576005,1.000000,1.000000,6.530078,3.111963,4.784052,3.724079,3.917609,4.284674,7.633656,4.252607,4.352813,6.011975,5.168016,8.408052,6.412314,4.500108,3.534297,4.237505,4.629555,3.162502,3.853948,4.208434,4.196153,178.387553,1.000000,1.000000,2.220026,4.988333,4.148741,2.784377,2.205634,2.069011,1.688542,1.630192,1.754380,1.272686,1.173027,1.090804,1.538860,1.649822,1.996857,1.987403,1.707691,1.986314,1.621571,1.577753,1.001519,0.001066,0.001066,0.001066,0.414424,0.833715,0.588043,0.400342,0.135289,0.222949,0.197904,0.189492,0.138399,0.102194,0.100021,0.082318,0.104890,0.104536,0.238566,0.268306,0.223348,0.196104,0.106673,0.091036,0.026767,0.001066,0.001066,0.001066,9.328718,12.320464,13.627180,7.395619,7.042821,8.601241,10.517329,6.428720,8.421589,6.702575,6.455427,6.747459,7.842071,7.976796,7.858596,7.969932,8.571245,6.887485,6.187955,6.254361,4.631246,0.061157,0.001066,0.001066,Jive
3.590448,6.106385,5.665673,4.174429,3.156645,4.552528,3.409070,3.314776,3.278166,2.871242,2.832473,3.062703,4.092198,4.626976,4.892164,5.236924,4.344337,4.195748,3.525292,2.564071,1.885971,0.003112,0.001066,0.001066,4.033180,6.823816,7.669838,2.249073,1.880083,4.547971,2.973007,2.494787,3.095149,2.257797,1.428289,2.150008,2.837053,3.758192,4.841276,5.813745,4.698951,4.510910,3.364609,2.352759,1.184678,0.000058,0.000000,0.000000,1.278465,0.223365,1.515076,0.416887,0.350567,0.427489,0.787306,0.888304,0.840939,1.060641,0.772045,1.021806,0.641544,0.647874,0.827523,0.504064,1.083885,0.867845,0.873782,0.971772,0.791043,5.077737,1.000000,1.000000,5.092326,2.569734,6.319320,2.932295,2.607671,2.222042,3.030106,3.580412,3.167471,3.923063,3.776955,4.576988,3.272609,3.168805,3.645009,2.600471,4.338863,3.342499,3.231769,3.425775,3.020433,33.190704,1.000000,1.000000,3.265887,6.070518,5.182458,4.076438,3.040678,4.174333,3.034285,3.017383,2.852491,2.522594,2.658399,2.806415,3.919721,4.351152,4.528575,4.923683,3.937639,3.722073,3.101855,2.176924,1.670930,0.001066,0.001066,0.001066,0.423001,0.827647,0.935517,0.992825,0.448101,0.835366,0.567295,0.601206,0.506801,0.431853,0.596256,0.430812,0.802329,0.861179,0.705213,0.996857,0.792280,0.706142,0.553135,0.327151,0.167265,0.001066,0.001066,0.001066,10.872540,13.160343,17.617312,8.992608,7.486610,10.296316,9.373952,9.226813,8.902531,8.099553,7.346290,9.829127,10.100272,11.274343,13.683587,12.884451,13.323779,11.125694,9.180409,7.842895,5.358273,0.067782,0.001066,0.001066,Jive
3.021031,4.254475,3.820725,3.799710,3.859510,3.763315,3.077325,2.968054,3.805215,3.142961,3.575339,3.905137,5.715120,6.320251,6.984519,7.012512,6.597821,5.885174,4.297408,2.664624,1.904582,0.002383,0.001066,0.001066,1.742434,2.638793,1.504799,1.427383,1.783100,1.908743,1.198972,1.327992,2.786890,1.191234,1.509146,1.843538,3.412889,4.098294,6.360273,5.575377,6.671099,6.221857,3.025439,1.115266,0.617897,0.000028,0.000000,0.000000,1.185676,1.203680,0.521467,0.518832,0.012894,0.322779,0.493484,0.628772,0.516642,0.441810,0.359151,0.518293,0.108919,0.280406,0.325595,-0.030832,0.157164,0.149437,0.227406,0.515141,0.456240,5.599137,1.000000,1.000000,5.151516,5.447383,3.842422,3.335968,2.641360,3.309919,3.370558,3.368648,2.978903,3.233268,2.869009,3.367258,2.794886,2.860747,3.206480,2.765101,2.625916,2.338513,2.348574,3.273608,3.235841,43.277800,1.000000,1.000000,2.787527,3.998359,3.772169,3.715550,3.920715,3.723063,3.007249,2.831975,3.685892,3.062972,3.470297,3.774426,5.694020,6.188572,6.869922,7.058283,6.570727,5.920835,4.244633,2.536080,1.840087,0.001066,0.001066,0.001066,0.603485,0.960524,0.993349,1.015668,0.602829,0.683113,0.558218,0.617623,0.583367,0.840514,0.709647,0.737445,1.311784,1.752918,1.515890,1.296689,1.042520,1.200392,0.760781,0.577341,0.284912,0.001066,0.001066,0.001066,8.461577,11.980856,8.823033,7.899319,7.961473,8.727802,6.870667,7.038335,8.951521,6.943244,7.267142,8.542756,11.485403,13.004978,15.469096,14.011391,13.239468,12.591482,8.744087,6.286639,4.500545,0.050243,0.001066,0.001066,Jive
5.747311,6.001146,4.027899,3.862083,2.969394,3.016983,3.545876,3.591544,3.252835,3.072570,3.613894,3.618718,5.429505,5.727832,6.574404,7.081650,5.869007,5.364916,4.098003,3.332011,2.489898,0.005649,0.001072,0.001066,4.779512,5.314144,2.741978,2.641575,1.745986,1.896983,3.319342,1.702869,1.850881,1.321509,1.980941,1.782896,3.585090,3.808685,4.426265,5.561008,3.831946,3.807505,3.560619,3.308365,1.501316,0.000227,0.000000,0.000000,-0.533036,-0.178759,0.621911,0.498426,0.748309,1.298358,0.666311,0.171517,0.461605,0.153580,0.258317,0.021458,-0.062217,-0.407965,-0.498885,-0.403236,-0.149870,0.226491,0.710726,0.663392,0.534076,4.818070,5.307780,1.000000,3.354379,2.806931,4.460092,3.936620,4.777556,7.204076,4.929719,4.491380,4.469568,4.030300,3.801994,3.520362,4.189858,3.668180,3.588922,3.484545,3.557160,3.189070,3.325171,2.702811,2.804092,30.772238,102.600392,1.000000,6.081526,6.030172,3.873734,3.680883,2.852198,2.867522,3.253929,3.586103,3.180836,3.075620,3.524971,3.659212,5.502723,5.936022,6.771211,7.286517,5.903218,5.161363,3.622638,2.808326,2.280266,0.001066,0.001066,0.001066,0.596938,0.612729,0.297972,0.407159,0.166088,0.263466,0.376930,0.291626,0.232082,0.150687,0.313029,0.369566,0.538464,0.399776,0.631483,0.592668,0.493307,0.478753,0.324051,0.246071,0.122650,0.001066,0.001066,0.001066,10.837354,12.044965,10.888055,10.194000,8.642649,10.161060,10.196645,8.895186,8.688325,7.423537,8.275354,8.091818,11.727751,11.934355,12.658743,13.662255,12.366856,11.622612,10.547984,9.157354,6.578662,0.129535,0.003784,0.001066,Jive
3.507530,4.007560,3.574691,5.001705,3.985077,3.842469,4.595236,3.862131,3.761433,3.310201,3.824881,3.870513,5.118635,4.959004,5.503366,5.216317,4.760950,4.396996,3.644266,3.287347,2.533266,0.003795,0.001066,0.001066,1.355653,1.549339,2.255736,4.639759,2.250311,2.703036,5.343620,3.494432,3.332908,2.324445,2.730929,2.772654,3.573256,3.075437,3.523515,3.459328,3.063467,2.764157,2.607836,2.793233,1.326878,0.000101,0.000000,0.000000,0.606359,0.681184,1.259332,0.986844,0.723741,1.638378,1.443758,1.461593,1.112209,1.598794,0.977480,1.401097,0.684536,0.941582,0.385069,0.851132,0.764827,0.871195,1.158166,1.166670,0.820463,6.214511,1.000000,1.000000,3.730329,4.169072,6.107308,4.315311,4.373604,8.004176,6.996765,6.047023,4.900412,6.801459,4.607136,6.149411,3.898844,5.756408,3.309112,5.007534,3.956325,4.325993,5.213440,4.435222,3.440966,52.927601,1.000000,1.000000,3.409682,3.871065,3.325952,4.633730,3.857731,3.575120,4.117922,3.460939,3.453453,2.985961,3.600043,3.589445,4.922225,4.788742,5.415645,5.027529,4.546464,4.139901,3.280701,2.888211,2.307877,0.001066,0.001066,0.001066,1.063138,1.029312,0.661200,1.174564,0.632262,0.723909,0.584567,0.562825,0.452251,0.595659,0.594869,0.699929,1.049798,1.232074,1.221368,1.057969,1.048303,1.137643,0.647050,0.658428,0.513218,0.001066,0.001066,0.001066,7.800121,8.647804,10.839967,14.046100,10.274807,11.745877,15.296115,12.686847,11.105025,10.457061,10.538552,11.259518,12.622184,13.964188,12.024125,13.742665,11.632073,11.057183,11.052276,10.046048,6.701920,0.101190,0.001066,0.001066,Jive
2.681436,3.937659,3.665805,3.331967,2.898704,2.565313,2.221326,2.362061,1.809226,1.882418,1.808218,1.535755,2.529398,2.518675,2.816380,3.021463,2.664125,2.654865,2.648273,1.965730,1.363201,0.001572,0.001066,0.001066,0.966825,2.073367,2.658023,1.657557,2.052535,1.602614,1.269583,1.243409,0.741136,1.546760,1.045510,0.597873,2.001713,1.599780,1.926260,1.986280,1.450263,1.228930,1.393959,0.695154,0.379967,0.000008,0.000000,0.000000,0.034728,0.769350,1.154657,0.306947,0.752258,1.189502,0.941297,0.734437,0.974526,1.236752,1.082710,0.659691,0.837850,0.702066,0.487030,0.494584,0.760403,0.706660,0.957955,0.796720,0.720984,7.683522,1.000000,1.000000,4.766727,5.486143,5.545141,2.863241,3.496367,5.045814,4.040212,3.513013,4.498129,4.312149,4.330244,3.259926,3.705871,3.302572,2.643670,2.681889,3.773443,3.587028,4.312603,3.861120,3.251298,71.551529,1.000000,1.000000,2.769050,3.871662,3.437406,3.213065,2.702968,2.322972,2.047414,2.201180,1.684217,1.537487,1.584451,1.431793,2.300420,2.342217,2.667035,2.884564,2.510633,2.514517,2.482264,1.830439,1.279009,0.001066,0.001066,0.001066,0.092903,0.361506,0.428687,0.470086,0.235777,0.256505,0.318772,0.308227,0.210148,0.101858,0.125129,0.108017,0.305502,0.191682,0.317730,0.512168,0.451649,0.542723,0.493919,0.449691,0.262430,0.001066,0.001066,0.001066,6.778026,10.222165,10.963318,7.597584,7.664042,8.048429,6.774378,6.532450,5.636568,6.411690,5.795670,4.332067,8.200823,7.072447,7.029540,7.717889,7.648720,6.713563,7.476539,5.612453,3.529461,0.032893,0.001066,0.001066,Jive
2.625398,4.026970,3.887694,4.083849,3.831678,4.261023,4.105084,4.260236,4.070506,3.882436,3.278811,3.632228,4.645364,5.067342,5.250303,4.595522,3.690239,3.026737,2.431256,1.880667,1.373643,0.001794,0.001066,0.001066,1.260588,2.315166,3.544780,1.559767,1.664253,1.914693,1.891884,2.449762,2.642216,2.500623,0.878666,0.887689,1.476164,1.923370,2.513167,1.916256,1.547589,0.811398,1.109443,0.888284,0.604467,0.000017,0.000000,0.000000,1.963144,1.583374,1.842045,0.221474,0.191794,0.184038,0.514610,0.683258,0.806423,0.671532,0.311398,0.229572,-0.005014,0.050958,0.643910,0.284540,1.707370,0.841544,1.331803,1.031763,0.939580,10.448558,1.000000,1.000000,10.348839,8.465741,7.674534,2.979508,3.077137,3.074466,3.470619,3.774397,3.848994,3.938803,3.874848,3.332051,3.656799,3.107434,3.982538,3.585949,9.774116,5.332358,5.782291,3.941753,3.412716,157.787130,1.000000,1.000000,2.530490,3.867589,3.497273,4.026234,3.809501,4.204232,4.022657,4.030107,3.848145,3.675304,3.229905,3.598801,4.613574,5.014559,5.094448,4.488029,3.563390,2.944192,2.228422,1.685157,1.187299,0.001066,0.001066,0.001066,0.334745,0.690043,0.697709,0.989775,0.596906,0.855102,0.948264,1.092196,0.890474,0.719073,1.041687,1.082487,1.308745,1.168368,1.353645,1.155103,1.007156,0.847737,0.505747,0.302203,0.168545,0.001066,0.001066,0.001066,8.621484,12.201918,12.468297,8.040276,7.979445,8.423971,8.431486,9.839754,9.875250,9.456455,6.302529,6.708303,8.395942,9.313947,11.416130,9.726811,10.535106,7.179737,7.219243,5.274253,4.030023,0.046650,0.001066,0.001066,Jive
3.407022,4.742231,4.217161,4.294136,3.173856,3.892817,3.524026,3.330422,3.523548,3.649171,3.948226,4.194457,5.495229,6.196922,6.856070,6.094092,6.544577,5.118654,1.579597,0.002706,0.002370,0.002159,0.001562,0.001066,1.957732,3.657704,4.566462,3.909065,3.642304,5.046332,4.933670,3.778278,3.991824,5.564705,5.665498,5.682124,9.672938,12.804021,13.881647,10.089044,12.066442,5.379095,0.644210,0.000687,0.000446,0.000316,0.000078,0.000000,1.579920,1.133804,1.192433,0.640783,1.083252,0.990597,1.203625,1.032482,1.017302,1.260731,1.129798,0.888508,0.806695,0.883693,0.729050,0.686509,1.005250,1.232151,1.453205,12.443666,12.576227,12.689097,13.487092,1.000000,7.336361,5.268774,5.352163,3.942727,4.698835,4.045289,4.677092,4.595690,4.421920,4.991856,4.605853,3.994212,3.922054,4.131122,3.597786,3.154292,4.994585,6.193119,7.573994,200.481353,204.305663,207.867786,234.534073,1.000000,3.328661,4.529614,3.825681,4.069329,2.757524,3.434315,2.948461,2.944738,3.131910,3.085382,3.475149,3.741584,5.068408,5.692520,6.244235,5.631067,6.001945,4.712577,1.456974,0.001066,0.001066,0.001066,0.001066,0.001066,0.797573,0.989023,0.609862,0.506129,0.230973,0.427018,0.308019,0.299880,0.225586,0.308946,0.430021,0.562514,0.612361,0.715055,0.793154,0.933438,0.950152,1.018816,0.211888,0.001066,0.001066,0.001066,0.001066,0.001066,9.782523,12.557100,13.975055,11.158810,10.496492,11.930828,12.393961,10.938193,11.350050,12.374079,12.561230,12.659639,16.902815,20.282967,20.829768,16.541850,21.719767,16.920992,6.378859,0.377538,0.305997,0.259473,0.132560,0.001066,Jive
0.988171,2.108226,2.189198,1.955539,2.153075,2.602411,2.177225,2.302485,2.216397,2.342742,3.112594,3.559633,2.024289,2.148283,3.432432,3.509847,3.188334,3.000977,0.517383,0.001066,0.001066,0.001066,0.001066,0.001066,5.003554,4.432703,1.170605,1.105290,1.401724,2.101893,1.610324,2.224440,1.841861,1.987033,3.229084,4.589471,1.796942,1.618838,3.649470,2.876077,2.715614,2.528148,0.205735,0.000000,0.000000,0.000000,0.000000,0.000000,2.814164,2.734198,1.568509,1.308727,1.194942,0.882766,0.949319,1.281823,1.315259,1.224587,1.069583,0.837113,1.216480,1.395942,0.839376,0.743388,0.976897,0.651851,1.233197,1.000000,1.000000,1.000000,1.000000,1.000000,11.353698,12.011865,7.377327,5.391424,4.746321,3.601284,3.647023,4.382197,4.647316,4.423325,4.495785,3.574780,4.039086,5.416467,3.341443,3.430990,3.966464,2.995683,4.070337,1.000000,1.000000,1.000000,1.000000,1.000000,0.010623,1.447945,1.954728,1.711022,1.867718,2.339928,1.898148,1.881794,1.863342,1.967974,2.818653,3.249913,1.619337,1.829973,3.073772,3.262348,2.858401,2.746601,0.349338,0.001066,0.001066,0.001066,0.001066,0.001066,0.001066,0.132710,0.355376,0.349186,0.249494,0.300261,0.246676,0.317492,0.353094,0.310675,0.395583,0.267407,0.297437,0.318666,0.524738,0.588446,0.593650,0.481081,0.007726,0.001066,0.001066,0.001066,0.001066,0.001066,12.232795,13.481383,7.552433,6.753697,7.293173,8.467061,6.578553,8.089290,7.683905,8.158520,10.597473,10.455029,6.992683,7.970805,10.017143,9.361141,9.402902,8.064319,2.362109,0.001066,0.001066,0.001066,0.001066,0.001066,Jive
2.488051,4.072108,4.262417,3.628768,2.795150,3.120279,2.349711,2.553474,2.833351,2.963499,3.517052,2.617270,4.374347,4.316262,5.520801,6.449200,6.160698,5.593847,3.756418,2.809367,1.828832,0.004030,0.001066,0.001066,3.280432,2.618708,3.707929,1.787852,2.122600,2.666647,0.915722,1.038145,1.440216,1.855819,2.715482,1.973104,3.593413,3.674273,6.026437,8.116230,7.753636,5.049715,2.193091,1.426162,0.842371,0.000226,0.000000,0.000000,2.765481,0.984561,1.488073,0.945167,1.350723,1.325166,0.893673,0.845823,0.965264,1.142154,1.165362,1.186893,1.146793,0.791705,0.969023,0.926505,0.969780,0.732174,0.944733,1.001762,1.209137,7.761542,1.000000,1.000000,14.391032,4.699031,6.358216,4.142469,5.422509,4.986432,4.795025,4.619705,5.918672,4.923876,5.309998,5.192794,5.082657,3.994161,3.963815,3.598966,3.841901,3.232238,3.871621,4.409184,4.804641,76.879206,1.000000,1.000000,2.119764,3.834219,3.927042,3.391885,2.524376,2.715859,2.226534,2.460183,2.694947,2.728896,3.230465,2.392176,4.008453,4.102081,5.015254,5.890037,5.576560,5.193149,3.452095,2.591773,1.608760,0.001066,0.001066,0.001066,0.291454,1.049178,0.916786,1.017466,0.538748,0.740389,0.523120,0.619719,0.637629,0.641843,0.884130,0.518921,1.022982,0.958737,1.187875,1.633250,1.569996,1.552533,1.131242,0.865575,0.467466,0.001066,0.001066,0.001066,11.430065,10.727322,12.755833,8.944118,9.211776,9.368368,6.386133,6.409383,8.600062,9.071117,10.782917,8.259596,12.512183,12.058809,14.774076,16.814556,16.320886,13.486939,9.052464,7.918355,5.742082,0.112829,0.001066,0.001066,Jive
3.509336,4.453010,3.802664,3.276903,2.339621,2.757190,2.670965,2.685164,2.627165,2.621642,2.555044,2.617521,3.462770,4.022359,4.415337,5.797531,4.931248,4.514635,3.374486,2.649919,1.857389,0.005204,0.001066,0.001066,4.232944,3.116842,3.283556,2.414108,1.788535,2.518393,1.946230,2.385429,2.221412,2.086734,1.791777,2.225337,3.351844,3.965294,5.114395,7.197743,5.245947,4.144495,2.223727,1.416395,0.683777,0.000194,0.000000,0.000000,1.621281,0.466327,1.380471,0.914951,1.509382,1.503062,0.931254,1.962770,1.631365,1.544752,1.220484,1.350910,0.812627,0.744671,0.746497,0.506206,0.620093,0.716038,0.729685,0.828146,0.657579,5.250759,1.000000,1.000000,7.029902,4.189883,6.162351,3.664963,5.932034,6.242104,3.995164,9.890633,7.297776,6.727584,5.261742,6.371303,3.224792,3.204571,3.019812,2.572637,2.754219,2.976462,3.106277,3.547441,3.259998,37.335325,1.000000,1.000000,3.274019,4.470294,3.502620,2.946381,2.050046,2.473875,2.424931,2.360313,2.296346,2.307759,2.247193,2.292660,3.014976,3.650065,3.964886,5.515979,4.483085,4.125948,3.123711,2.472653,1.737957,0.001066,0.001066,0.001066,0.004434,0.310468,0.644729,0.749164,0.333281,0.397603,0.407163,0.533695,0.422323,0.341205,0.375445,0.344321,0.404463,0.648205,0.516028,0.976473,1.059869,0.943064,0.774140,0.493917,0.311703,0.001066,0.001066,0.001066,12.244478,11.466031,12.571540,8.777590,8.542509,10.119086,8.381548,11.930735,9.269642,9.890127,8.643230,9.855211,9.943494,10.480961,11.847519,13.968286,12.131627,11.478932,8.353487,6.813478,4.771398,0.129867,0.001066,0.001066,Jive
