@RELATION ISMIRrhythm.rh

@ATTRIBUTE term0	REAL
@ATTRIBUTE term1	REAL
@ATTRIBUTE term2	REAL
@ATTRIBUTE term3	REAL
@ATTRIBUTE term4	REAL
@ATTRIBUTE term5	REAL
@ATTRIBUTE term6	REAL
@ATTRIBUTE term7	REAL
@ATTRIBUTE term8	REAL
@ATTRIBUTE term9	REAL
@ATTRIBUTE term10	REAL
@ATTRIBUTE term11	REAL
@ATTRIBUTE term12	REAL
@ATTRIBUTE term13	REAL
@ATTRIBUTE term14	REAL
@ATTRIBUTE term15	REAL
@ATTRIBUTE term16	REAL
@ATTRIBUTE term17	REAL
@ATTRIBUTE term18	REAL
@ATTRIBUTE term19	REAL
@ATTRIBUTE term20	REAL
@ATTRIBUTE term21	REAL
@ATTRIBUTE term22	REAL
@ATTRIBUTE term23	REAL
@ATTRIBUTE term24	REAL
@ATTRIBUTE term25	REAL
@ATTRIBUTE term26	REAL
@ATTRIBUTE term27	REAL
@ATTRIBUTE term28	REAL
@ATTRIBUTE term29	REAL
@ATTRIBUTE term30	REAL
@ATTRIBUTE term31	REAL
@ATTRIBUTE term32	REAL
@ATTRIBUTE term33	REAL
@ATTRIBUTE term34	REAL
@ATTRIBUTE term35	REAL
@ATTRIBUTE term36	REAL
@ATTRIBUTE term37	REAL
@ATTRIBUTE term38	REAL
@ATTRIBUTE term39	REAL
@ATTRIBUTE term40	REAL
@ATTRIBUTE term41	REAL
@ATTRIBUTE term42	REAL
@ATTRIBUTE term43	REAL
@ATTRIBUTE term44	REAL
@ATTRIBUTE term45	REAL
@ATTRIBUTE term46	REAL
@ATTRIBUTE term47	REAL
@ATTRIBUTE term48	REAL
@ATTRIBUTE term49	REAL
@ATTRIBUTE term50	REAL
@ATTRIBUTE term51	REAL
@ATTRIBUTE term52	REAL
@ATTRIBUTE term53	REAL
@ATTRIBUTE term54	REAL
@ATTRIBUTE term55	REAL
@ATTRIBUTE term56	REAL
@ATTRIBUTE term57	REAL
@ATTRIBUTE term58	REAL
@ATTRIBUTE term59	REAL
@ATTRIBUTE class	{ChaChaCha,Jive,Quickstep,Rumba,Samba,SlowWaltz,Tango,VienneseWaltz}

@DATA
17.034956,12.407296,16.084627,11.707996,11.259561,10.278101,8.775477,9.329049,9.460560,6.480958,7.826164,9.037162,6.447579,6.736235,7.119259,6.755419,6.431487,7.459505,5.546878,5.501895,5.315567,6.164999,6.051363,10.996867,15.394805,5.712908,4.129175,4.256948,3.756280,4.189298,5.432531,4.788573,3.422799,4.057592,3.495735,3.890947,5.088648,2.888189,2.725401,3.589595,3.160697,3.068482,3.971983,2.494142,2.848164,3.488165,2.820111,2.962707,10.548131,3.915410,2.987772,3.633478,2.930804,2.810579,3.397698,2.985088,2.800289,2.747304,2.299458,2.445923,ChaChaCha
20.099675,12.036364,12.620974,8.269081,9.917074,9.703752,7.900409,7.364969,6.460756,4.690991,17.899204,4.766188,5.423521,6.474781,4.539138,5.259112,5.883838,4.369506,4.540448,4.796282,6.154637,27.883384,6.745782,4.132479,5.772011,2.290932,3.126497,5.165009,3.996692,2.581523,3.677814,3.584997,9.434451,4.171464,2.981748,3.557317,2.466506,2.079218,4.214045,2.455485,3.215022,2.936438,4.210436,14.850416,8.115778,3.889385,4.519736,1.855884,2.024669,3.635976,3.241139,2.221354,3.532497,2.628381,5.114005,4.168261,2.275755,2.880980,2.164904,1.881861,ChaChaCha
14.994893,12.019858,10.973205,6.928137,9.145019,11.375218,7.241828,6.094926,6.303395,5.333069,5.990501,6.521781,5.765729,5.691506,5.912492,6.746508,4.369181,4.787935,6.525670,4.717736,4.012659,4.687307,4.310972,6.628004,12.627465,3.894447,3.378113,3.419371,4.144372,3.148780,5.226085,3.318772,2.437445,3.834859,2.019675,3.118735,3.235924,2.336270,2.456420,3.058238,2.654949,2.338334,3.149777,1.826090,2.095915,2.623122,2.046974,2.879641,3.548185,2.975589,2.936191,2.199551,1.602848,2.253828,1.969068,2.236435,1.912359,1.800353,1.548901,1.532523,ChaChaCha
10.316525,11.809466,10.738679,7.804308,8.393115,6.191711,6.320232,6.440358,4.509896,6.036185,6.758859,4.360285,5.781585,4.370737,3.431508,4.595029,3.411608,3.693269,3.686484,4.677048,5.462376,8.524593,3.747493,3.484268,3.427996,2.711196,3.576630,2.746520,2.392724,3.765313,2.553159,3.560360,3.222596,2.466359,2.640105,2.590412,2.180003,2.577179,2.297547,2.561874,2.231650,2.473881,6.021197,3.347824,2.407452,2.381381,1.963861,2.073464,2.564414,1.953080,1.918187,1.746691,1.691639,2.688618,2.125499,1.964961,1.881336,1.652239,1.533034,1.730380,ChaChaCha
12.118457,6.302142,5.018165,3.580160,6.599793,12.964215,4.184922,5.132745,3.605293,4.131940,14.488865,10.233532,3.234662,3.681867,2.890170,2.318971,6.508062,2.347038,2.119674,2.273553,3.326735,5.953777,14.011729,3.166233,2.212254,2.549879,1.840950,3.030678,3.491453,1.597306,1.379534,1.605650,1.846027,6.510344,2.920837,1.654392,1.543088,1.195445,1.757403,2.921596,1.342980,1.495749,1.299155,2.182154,5.832290,7.190821,2.117994,1.425645,1.400928,1.002130,2.345493,1.590645,1.041486,1.057410,1.112706,1.206497,5.181510,1.189446,1.194696,0.913095,ChaChaCha
16.905060,8.201905,12.259853,6.560121,8.706516,8.725569,5.586575,7.000653,5.235913,3.901815,5.740961,5.670166,4.309725,5.713221,3.796022,3.984638,5.696143,4.086361,4.204910,5.296830,3.599096,3.500489,4.006712,5.926192,17.316041,4.549699,3.608342,3.460843,3.178801,2.998872,3.624761,2.599449,2.676772,2.725013,2.648401,2.680662,4.627686,2.280420,2.786936,2.575363,2.282390,2.145475,2.926018,2.643289,2.384461,2.518945,2.303495,3.414346,7.364416,7.627896,3.410325,2.579955,2.489027,2.204798,2.203101,2.432986,1.977081,2.001284,1.850474,2.050334,ChaChaCha
14.400550,14.630001,11.082626,9.965985,8.743245,11.348420,7.286140,8.434068,8.869499,6.535386,9.485336,7.814874,7.922790,7.021745,7.605343,6.323087,5.866654,6.242386,8.802588,4.852791,5.091723,5.611679,5.395213,4.774823,23.364697,4.428760,3.870560,4.661563,3.512441,3.529684,6.256284,3.910019,4.331531,3.864307,3.588611,3.106890,4.728455,3.456724,3.189769,3.213303,3.330790,3.440858,2.820288,3.750867,3.094485,2.787177,3.335085,2.988768,3.890681,11.346879,2.966814,2.543366,4.063658,2.650137,2.456584,3.578664,2.552232,2.024263,2.425507,2.397731,ChaChaCha
18.315928,13.426094,13.785910,9.375654,7.849023,9.918352,7.283030,7.609896,6.298841,6.017511,6.767120,7.684197,5.280123,7.358829,5.632611,4.876138,6.289373,6.358588,5.335394,4.223118,5.091720,6.656630,5.923821,10.142566,18.921961,4.839337,3.351605,4.225600,2.960491,3.222584,4.034374,2.852983,2.674317,2.777560,2.928345,2.662350,5.549174,2.624671,2.916809,2.261556,2.546631,2.871801,3.113485,2.162151,2.108251,2.283264,2.556355,3.083894,9.340334,4.563203,2.971256,2.190232,2.181014,2.134014,2.118240,2.546634,1.776329,1.716392,1.973695,1.769279,ChaChaCha
14.003102,13.440468,11.805930,10.211895,9.215583,8.949688,7.343669,7.108605,6.971616,8.450403,7.825147,7.139815,6.785257,6.422582,5.379635,4.085129,8.695080,4.539982,4.034873,4.952840,4.300078,8.079687,19.887222,5.145227,3.825833,4.150177,4.046164,4.849753,4.317404,3.634055,3.837237,3.249064,3.032789,5.680096,3.051159,2.727575,3.344277,2.097089,2.732122,3.770424,2.845116,2.638114,2.694714,2.903313,6.987908,9.045904,2.683990,2.885447,2.341241,2.324676,2.835048,2.471169,2.037901,2.462342,1.546265,1.706408,3.908285,1.859756,1.667671,2.132702,ChaChaCha
14.479242,9.946426,13.391742,8.532777,7.842605,9.996829,7.480346,7.756835,7.947094,5.848664,5.929201,6.294879,5.028215,5.834424,6.893515,5.462792,4.506844,5.490744,5.125224,4.818848,5.544707,5.045623,4.528125,9.841289,13.180804,4.358233,3.636429,4.300126,3.700928,2.919230,3.621476,2.815712,3.150224,3.664828,2.592861,3.024857,4.712853,2.389848,2.647274,3.414821,2.506102,1.985615,3.454208,2.243878,2.814922,3.505099,2.390446,2.411506,8.180315,2.656516,1.938744,2.509109,2.201181,1.997131,2.437207,1.771819,1.833642,2.457560,1.999200,1.739173,ChaChaCha
12.120738,11.676645,10.355943,8.603650,9.189436,18.178389,7.678373,8.482168,8.610392,7.167802,9.313460,17.766901,9.369856,7.328893,7.954728,5.121283,6.520642,8.436304,7.012062,5.081151,3.918825,4.858879,5.952105,11.008821,12.520620,6.182185,3.999576,5.630779,5.294831,3.847772,6.392283,3.515885,3.280653,3.540373,3.441845,3.730564,7.436356,3.640187,3.310833,3.661700,3.212907,2.539827,3.965195,2.646270,2.875336,3.176655,2.973099,3.364584,12.427273,3.664948,2.852139,2.617454,2.635590,2.484266,3.829631,2.163140,2.431675,2.372748,2.169356,2.559011,ChaChaCha
12.425071,9.490468,8.069551,7.052819,7.541048,9.578483,4.772548,6.829320,5.498656,5.523308,10.550305,12.391866,7.083224,7.281275,5.460045,4.943174,5.857814,5.481373,4.145004,4.359621,2.761235,4.350836,6.700222,11.313372,12.994806,5.591155,3.309402,3.013349,3.724115,2.624747,3.659797,3.076446,2.617534,2.839238,2.903734,3.690805,7.887717,3.205575,2.088202,2.437376,2.334260,1.937146,2.374523,2.154800,1.970209,2.560499,2.387568,2.803170,6.773440,2.407892,1.937766,1.978880,1.689053,1.776858,2.510260,1.628854,2.131231,1.789948,1.754782,2.177852,ChaChaCha
18.393746,13.064310,14.379568,9.012214,9.468645,10.137932,7.694333,6.634598,8.223411,6.298859,7.269758,10.640383,6.895271,6.130257,9.535151,7.180825,4.544180,5.816411,5.173547,5.762916,6.607557,6.026102,4.342088,8.546514,12.167697,5.641728,5.358888,4.877229,3.128573,3.971832,3.964990,3.288854,3.411931,3.942091,2.917128,4.170323,6.378495,2.808229,2.574771,3.130879,2.371971,2.311160,3.022528,3.425064,2.413120,3.633390,2.683567,3.418432,9.022894,2.819202,2.819268,2.930259,2.221489,2.120095,2.460345,2.105072,1.832663,2.432647,2.222690,1.558769,ChaChaCha
13.796278,11.448867,14.240630,9.459234,10.744427,11.382090,6.456872,7.753440,9.688990,5.322469,10.187875,10.427787,7.773787,9.263823,7.495739,3.778028,5.905102,5.549605,4.706009,5.719948,4.304746,3.966266,4.692138,7.529832,10.362794,4.049740,2.949095,3.972141,3.824489,3.046306,4.371235,3.172707,3.158291,3.872555,3.056870,2.957909,6.499275,3.959779,2.947627,3.285216,3.231474,2.958744,3.869740,2.342851,2.783146,3.649684,2.563082,3.530768,10.757378,3.508012,2.963495,2.805881,2.297682,2.189618,2.744639,2.191960,2.220516,2.421906,1.994177,2.648086,ChaChaCha
13.121671,19.723028,14.413330,10.275812,11.748744,13.680953,8.687242,9.316561,11.256986,6.941856,8.966733,9.340250,9.067378,7.564659,7.527110,5.615277,7.191792,7.881105,6.881039,5.672409,6.364502,5.774045,6.223675,13.538690,17.460080,6.418781,4.906286,6.149802,4.466183,3.729223,4.979207,3.985703,3.613111,4.998705,3.736734,4.002722,5.493578,3.407586,3.511216,4.217437,3.069608,2.605834,4.214909,2.671369,2.766339,3.729053,3.553669,3.403183,14.195396,3.957389,3.146065,3.262530,3.181657,2.977714,3.562292,2.327498,2.496200,2.992701,2.941221,2.750762,ChaChaCha
14.124688,14.197319,13.253446,8.484718,8.897690,16.153848,8.277513,6.244538,7.806524,8.154636,6.804847,8.512218,6.474148,8.356586,6.245983,5.561172,4.774787,6.238605,5.230123,5.891344,4.268677,4.392350,4.693711,8.698937,10.626586,4.553057,3.756942,3.833187,3.021081,2.983170,3.978503,3.802232,2.839153,2.704823,3.075331,2.821679,3.356335,2.831934,2.667719,2.822122,2.398559,2.314835,4.173126,2.897712,2.502634,2.678198,2.600217,2.595295,8.206714,3.041124,2.310696,2.666546,2.266328,2.356574,2.659080,2.656091,2.407791,3.008421,2.265174,2.423827,ChaChaCha
21.743888,11.303855,15.640113,9.706610,9.116421,13.826814,9.420653,7.151615,8.187397,5.455962,7.913835,12.158544,7.040031,6.937976,5.982823,7.276857,4.662432,6.652766,5.219591,4.967581,5.489982,6.556866,6.057135,7.749594,12.138034,5.575051,4.406692,4.683802,3.035032,3.009422,4.273808,3.128103,2.955009,3.806004,3.542740,3.054405,4.192699,2.812006,2.534122,3.215334,2.619225,2.201433,3.733411,2.481742,2.517877,3.826644,2.753617,2.890104,7.635483,2.493548,2.568056,2.681210,2.600483,2.513519,3.563108,2.369547,2.063217,2.259664,2.050012,2.372977,ChaChaCha
15.273852,13.167826,18.791488,8.717359,7.956645,19.610603,6.938912,6.268182,7.422240,7.473771,8.016343,21.117088,8.668774,6.324418,7.559761,6.406400,5.019622,9.807791,7.359551,5.416211,7.245941,8.385189,8.422750,18.340115,23.896137,7.622617,5.639686,5.808030,4.483207,4.372659,6.784751,2.635399,2.981139,3.740966,2.283907,2.387454,6.826172,2.530139,2.298772,3.956477,2.513757,2.301043,4.719379,2.328453,2.249998,3.873504,3.054541,3.361906,18.521789,4.246103,3.639449,3.260803,2.246461,2.911763,3.359358,2.398542,2.050250,1.927652,2.487876,2.387531,ChaChaCha
12.941055,9.517758,10.528740,6.632718,7.473352,11.005048,6.042364,6.344484,8.311884,4.421183,6.626025,13.115147,5.789335,6.418205,4.560640,3.909867,4.955612,5.694075,5.010525,5.915102,3.926632,5.150081,5.476464,14.366542,19.635725,6.534017,4.973114,4.137929,3.711968,3.201624,4.742914,2.579141,2.494281,4.445771,2.558053,2.769206,5.229633,2.541205,2.333368,3.733931,2.170276,2.128748,3.527610,1.881729,2.394620,3.545749,2.332796,2.692915,12.609640,6.343945,3.249827,3.384418,2.249015,2.596412,2.003171,2.178669,2.257096,2.521183,2.056649,2.031000,ChaChaCha
14.611527,11.565042,10.648001,9.974730,7.675370,9.238247,6.953230,5.443355,6.977262,6.264978,6.099780,6.562971,4.656197,5.883718,8.040788,4.977535,4.727481,4.996932,4.475199,3.955644,4.908988,3.623701,3.493902,9.523376,3.876350,3.510373,3.436329,3.151463,2.522569,2.782959,2.379003,2.531998,2.727491,2.993215,2.711537,3.481138,2.693191,2.282231,2.723387,2.584023,2.199019,2.176314,2.416794,2.444872,2.522268,2.358674,2.741822,3.034818,3.591579,2.276182,1.755746,1.849046,1.662880,1.929102,1.689272,1.562025,1.809510,1.447723,1.513312,1.924837,ChaChaCha
13.694374,10.022121,12.126678,8.283739,7.464272,10.835674,6.086718,6.473262,5.758970,4.978945,8.782817,7.163045,4.019469,7.096717,4.909269,3.680902,4.355001,4.439576,5.299129,4.426432,3.108809,3.617908,5.474938,12.801708,12.263960,5.196983,3.325512,3.660394,2.670821,2.571104,3.080015,1.962423,2.271764,2.603140,2.569044,2.415531,3.987415,2.424648,1.827795,2.685966,1.502858,1.817051,3.142108,1.924010,1.894085,1.973937,1.849260,2.337034,10.317696,2.124660,2.541380,1.993907,1.622829,1.626013,1.950422,1.490735,1.343378,1.682221,1.528260,1.591291,ChaChaCha
16.439229,9.718203,10.928341,5.858562,5.437620,7.449977,6.323909,5.079395,5.737878,4.586138,5.010632,6.227550,4.113196,4.103593,3.299503,3.854240,4.448251,2.905104,2.790608,2.814601,2.585672,3.612990,16.603481,4.481516,2.749154,2.394899,1.999428,2.117977,2.741073,2.015612,1.964622,2.530385,2.453949,2.602116,4.162676,2.362967,2.011501,1.797120,1.924639,2.883674,1.990527,1.709251,1.685617,1.937496,2.016634,9.388631,3.174709,1.757860,1.502647,1.506058,1.439280,2.030843,1.341959,1.517285,1.935718,1.804093,1.994800,3.373155,2.064338,1.642603,ChaChaCha
13.178381,9.478142,13.260473,5.963158,6.803305,10.862316,4.962354,6.565149,7.125543,4.621108,7.906549,9.602139,6.179383,7.599908,5.647542,3.895316,3.966000,4.775125,3.979405,4.462023,3.113408,4.535025,5.003905,8.097329,11.561771,4.018122,2.507169,3.411511,2.998067,2.456178,3.013420,2.319475,2.462879,2.642222,2.444259,2.697837,4.314504,2.237623,2.272368,2.682352,2.225592,1.871959,3.146437,1.914565,2.316575,2.033247,1.695078,2.604313,9.452608,2.522938,2.243151,1.904171,1.842473,2.141007,2.054269,1.572143,2.095746,1.770844,1.487947,1.658420,ChaChaCha
10.672127,8.342402,9.173264,8.302895,7.933970,8.242020,9.560030,7.290857,6.648073,5.353364,6.894854,9.269153,8.995727,5.988615,4.287570,4.989119,4.569016,4.991582,4.543496,4.353836,3.514115,4.126370,4.539353,6.412094,14.528997,4.761932,3.496211,2.976270,2.509995,2.162382,4.266868,2.998609,2.612998,2.587677,2.400805,2.994463,5.332945,3.054627,2.797705,2.673223,2.372299,2.216731,2.703995,2.502640,2.346084,2.430157,3.068228,2.947425,5.435283,5.930608,2.787474,2.026669,2.073364,1.817284,1.998683,2.953637,1.931626,1.931541,2.020785,2.000845,ChaChaCha
17.093650,9.633298,11.074448,6.536900,5.895261,8.242888,3.829764,3.878962,4.074078,4.278383,4.623685,8.010855,5.221850,4.093557,3.709122,3.988073,3.931724,7.052203,4.532132,3.456089,4.352243,5.456117,4.646730,10.601777,12.774235,5.504766,4.046087,3.892951,2.895972,2.980811,4.345835,2.566945,2.203812,2.631822,1.971786,2.628534,4.777958,2.244586,2.655412,2.718891,1.768085,2.029806,3.681104,1.882609,2.080937,2.467245,2.285078,3.010855,11.979743,3.067915,2.212607,2.259269,1.861163,1.740500,2.895070,1.955675,1.809500,1.792550,1.638418,1.943110,ChaChaCha
7.856862,6.872430,12.258510,5.759263,5.392794,14.430175,4.457544,3.742447,7.014758,4.743681,3.419812,8.215568,3.818941,3.710906,5.524777,3.648825,3.352262,5.434278,3.222962,3.192087,3.465812,3.220089,4.620700,10.972353,3.979508,3.080756,3.447788,2.762904,2.965952,3.253209,2.400477,2.517842,3.327535,2.499459,3.870459,4.966986,2.587430,2.487434,2.608629,2.526555,3.137169,3.218141,2.408677,2.487794,2.117181,2.342688,5.582110,5.071111,2.266617,2.227249,2.046153,1.877392,2.278366,1.612796,1.619281,2.240748,1.818791,1.876022,2.626032,2.238557,ChaChaCha
12.592502,12.462945,9.458141,7.370006,5.827164,7.517036,4.382229,5.506604,7.606030,4.339494,4.402526,10.936266,5.290098,4.185081,3.613091,3.654612,3.451980,4.441179,5.118582,3.177161,4.010232,3.360680,4.911297,11.235187,12.020308,4.254463,2.441486,4.274029,3.244583,4.032124,3.697035,1.879620,1.909591,2.111825,2.001500,2.764158,5.191937,1.972778,1.942588,2.338936,2.106759,2.117618,2.884425,1.777859,1.659028,2.323778,1.859043,2.044414,12.659724,2.054580,1.672431,1.835876,1.471464,1.272333,2.048833,1.675494,1.550303,1.701510,1.393148,1.546615,ChaChaCha
6.198582,9.493096,9.423646,4.753231,5.512456,6.658533,4.821219,4.904078,6.579412,4.575747,4.197793,9.147089,5.818813,4.258683,5.152087,4.221648,3.479569,6.564581,5.220525,4.715160,4.880527,5.254348,4.903098,12.091127,15.243805,5.408697,4.338892,3.987518,3.562500,3.015891,3.960097,2.820837,2.468643,3.797694,2.205512,2.626605,5.270626,2.208896,2.867209,2.964491,2.074026,2.050355,3.148203,1.976290,1.875854,2.672094,2.741969,2.619047,11.155107,3.541995,2.346969,2.275529,2.210744,1.781412,2.590155,1.734355,1.915858,2.062839,1.446989,2.197069,ChaChaCha
