@RELATION LMD.rh

@ATTRIBUTE term0	REAL
@ATTRIBUTE term1	REAL
@ATTRIBUTE term2	REAL
@ATTRIBUTE term3	REAL
@ATTRIBUTE term4	REAL
@ATTRIBUTE term5	REAL
@ATTRIBUTE term6	REAL
@ATTRIBUTE term7	REAL
@ATTRIBUTE term8	REAL
@ATTRIBUTE term9	REAL
@ATTRIBUTE term10	REAL
@ATTRIBUTE term11	REAL
@ATTRIBUTE term12	REAL
@ATTRIBUTE term13	REAL
@ATTRIBUTE term14	REAL
@ATTRIBUTE term15	REAL
@ATTRIBUTE term16	REAL
@ATTRIBUTE term17	REAL
@ATTRIBUTE term18	REAL
@ATTRIBUTE term19	REAL
@ATTRIBUTE term20	REAL
@ATTRIBUTE term21	REAL
@ATTRIBUTE term22	REAL
@ATTRIBUTE term23	REAL
@ATTRIBUTE term24	REAL
@ATTRIBUTE term25	REAL
@ATTRIBUTE term26	REAL
@ATTRIBUTE term27	REAL
@ATTRIBUTE term28	REAL
@ATTRIBUTE term29	REAL
@ATTRIBUTE term30	REAL
@ATTRIBUTE term31	REAL
@ATTRIBUTE term32	REAL
@ATTRIBUTE term33	REAL
@ATTRIBUTE term34	REAL
@ATTRIBUTE term35	REAL
@ATTRIBUTE term36	REAL
@ATTRIBUTE term37	REAL
@ATTRIBUTE term38	REAL
@ATTRIBUTE term39	REAL
@ATTRIBUTE term40	REAL
@ATTRIBUTE term41	REAL
@ATTRIBUTE term42	REAL
@ATTRIBUTE term43	REAL
@ATTRIBUTE term44	REAL
@ATTRIBUTE term45	REAL
@ATTRIBUTE term46	REAL
@ATTRIBUTE term47	REAL
@ATTRIBUTE term48	REAL
@ATTRIBUTE term49	REAL
@ATTRIBUTE term50	REAL
@ATTRIBUTE term51	REAL
@ATTRIBUTE term52	REAL
@ATTRIBUTE term53	REAL
@ATTRIBUTE term54	REAL
@ATTRIBUTE term55	REAL
@ATTRIBUTE term56	REAL
@ATTRIBUTE term57	REAL
@ATTRIBUTE term58	REAL
@ATTRIBUTE term59	REAL
@ATTRIBUTE class	{Axé,Bachata,Bolero,Forró,Gaúcha,Merengue,Pagode,Salsa,Sertaneja,Tango}

@DATA
10.722411,7.123445,6.948320,5.859103,6.779505,4.927640,3.976105,3.791246,5.904532,4.340149,3.697901,3.586733,3.938309,3.695485,3.038612,3.151309,3.312720,5.097815,3.075623,3.036365,3.180009,3.269030,4.357753,2.911513,3.023888,2.750920,3.406327,2.355418,2.119937,1.998467,2.159037,2.790159,2.013507,2.118568,3.146835,7.787224,3.149131,2.177667,1.996697,1.846542,2.090608,1.724566,1.634212,1.787849,2.316870,1.724480,1.592484,1.563048,1.558344,2.348394,1.348619,1.604546,1.469618,1.619463,1.385393,1.246845,1.444991,1.445177,2.281486,1.284806,Salsa
17.987397,13.621270,11.810009,13.871847,8.606454,8.700189,7.935125,9.477246,7.322957,7.882362,7.099360,7.459275,5.956435,5.834974,7.652240,5.773516,5.204071,4.982074,7.244533,4.896372,5.247895,5.697439,8.309948,4.652916,4.129123,4.610755,5.234961,3.933421,4.560365,8.219861,10.940022,4.942406,3.737761,4.296423,3.810806,3.074445,3.407632,3.818515,3.043456,3.183314,3.120062,3.123959,2.858771,2.977089,2.534273,3.318511,2.350938,2.711838,2.936728,3.060483,2.491494,2.581255,2.901875,2.952991,2.368602,2.302602,2.739718,2.333923,2.684713,2.891490,Salsa
13.640573,12.308072,12.679941,8.750011,10.143295,8.822465,8.986943,8.094019,7.752551,7.033038,5.889667,6.458004,5.748150,7.175500,5.632817,5.273117,6.060338,4.953415,6.978657,4.397543,6.392595,4.280657,5.169644,5.479148,4.582524,4.678385,3.926202,4.461040,4.001195,3.540340,4.312732,3.599142,4.311001,3.432631,3.670140,3.534574,4.677986,8.515296,3.549718,3.258819,3.050141,2.876924,3.242442,2.500555,2.680032,2.234760,2.246567,2.646107,2.107741,2.484122,2.193674,2.584963,2.017886,2.333702,1.875671,2.425814,2.366990,2.150648,2.074845,1.971784,Salsa
22.012170,15.078765,13.788236,11.916583,9.890848,8.162312,8.489641,9.414535,8.327564,6.699843,6.214726,8.124283,7.513120,6.929068,6.786266,6.630705,9.709951,5.831507,7.309589,5.816797,5.566024,4.819241,4.817415,4.019406,6.327269,4.443219,3.648511,4.556778,4.574573,4.323585,4.925151,5.469509,11.967608,7.914083,4.848671,4.098212,3.827829,3.509339,3.233237,3.004333,3.086130,3.625819,3.087745,2.874581,2.857566,3.150721,2.591630,2.694259,2.577860,3.700975,2.690169,3.135360,2.434238,2.636014,2.722828,2.754347,2.441292,3.168046,3.016777,2.617592,Salsa
19.363857,16.413188,14.491836,12.858358,11.976475,11.837294,10.576858,9.055784,11.527392,9.174410,7.772829,7.739634,8.126362,7.629822,6.951165,7.433067,7.968519,7.933508,6.508598,6.788231,7.749178,5.400991,6.979375,5.414569,5.729451,5.905044,5.697775,4.965687,4.529050,4.600951,4.491564,4.850407,4.191331,4.408296,4.607589,5.518865,8.849199,5.224215,4.148144,3.652606,3.859710,3.381984,3.125736,2.945632,3.295561,3.433467,3.102690,3.207675,2.871242,3.252688,2.772205,2.687597,3.011039,2.810346,3.577831,2.723384,2.690814,2.609170,2.599446,2.633215,Salsa
14.090436,15.814031,12.054958,10.235566,10.317920,7.641240,8.422978,6.591818,9.271313,7.093367,6.294973,6.560897,6.676811,7.117243,5.205180,6.170335,5.352344,6.834150,7.233989,5.191822,5.610551,4.242138,5.211731,4.263163,3.931099,4.481444,4.329757,5.227837,3.647283,3.762467,3.893997,3.950851,4.064536,3.671378,3.948629,5.372890,9.066682,4.732157,3.274795,3.514448,3.186412,3.121908,2.712023,2.938888,2.853908,2.998940,2.654611,2.424558,2.613227,2.624217,2.642027,2.505683,2.494174,2.445004,2.352679,3.010741,2.306353,2.467311,2.165946,2.443261,Salsa
12.992951,12.646835,10.820095,9.725651,11.245135,8.920153,6.497988,8.030432,6.583800,6.751108,8.762696,6.237964,5.449802,4.925904,5.947846,7.302524,4.500604,4.833318,7.171128,5.304019,6.216041,5.403896,5.268853,5.854040,4.841509,4.141189,6.336513,4.088829,4.337345,4.410988,3.752450,5.276957,4.509220,3.840191,3.567484,3.300705,3.765019,4.202245,3.087383,3.442187,3.485396,3.965743,7.208701,3.720452,2.948376,2.939962,2.512364,2.911849,3.105650,2.606473,2.503940,2.195420,2.652335,2.686377,2.352301,2.411049,2.256064,2.373668,2.189873,2.522902,Salsa
13.420014,12.741906,10.148722,10.531590,7.119968,7.889786,5.931358,9.148443,6.320370,6.772244,6.306323,7.734956,6.068419,4.883324,5.033745,5.828189,5.071388,5.458018,4.463340,5.681125,5.099565,4.189684,4.368521,5.672646,5.412347,3.908556,4.052350,3.679804,4.166453,3.881701,3.955041,6.430646,10.261740,3.687214,3.612273,3.042863,2.830904,2.180817,2.699741,2.687070,2.789706,2.362607,2.338904,2.081636,2.482207,2.118251,2.346866,2.161663,2.620661,2.109495,2.148329,1.849682,2.490726,2.116627,1.831006,2.190638,2.904547,2.096007,2.247639,1.823657,Salsa
13.271286,12.937264,12.234432,10.836819,10.315821,7.493880,7.568774,6.372742,8.766297,6.160152,6.185717,7.107154,5.772055,8.531546,6.902812,6.845883,6.170651,6.706325,11.927734,5.642472,5.185952,4.741643,5.443413,5.466167,4.123210,3.997821,3.455292,6.139121,4.354129,3.526361,4.004497,4.314292,4.492037,4.102289,4.049089,3.830659,6.729083,8.975999,3.498958,3.632671,2.954012,2.919354,2.573252,2.498234,2.342403,2.460862,2.715304,2.174357,2.258042,2.311936,2.178967,2.658636,2.008848,2.318588,2.013270,2.390567,2.335354,2.035464,2.338002,2.113151,Salsa
20.515539,16.392994,13.023753,13.407275,11.410104,9.461937,10.073031,7.606008,11.638703,6.982939,7.165489,6.844165,8.795825,7.281718,6.320713,6.110050,6.051985,7.095839,5.511933,5.899513,5.284587,7.355572,5.060590,5.526995,4.616226,5.628142,6.345483,3.943997,4.219646,3.922561,4.901214,4.024640,3.801627,5.186540,10.334935,9.544727,4.984807,3.736122,3.326906,3.658510,2.891312,2.891418,2.963797,3.351478,2.860417,2.589874,2.779192,2.666043,3.011952,2.326513,2.768679,2.507534,2.869828,2.471031,2.351573,2.445508,2.556924,2.973188,2.215225,2.410126,Salsa
21.824949,13.237192,12.709989,11.864391,10.154594,10.040450,7.929144,8.862386,9.523623,8.430578,7.849166,7.364567,7.427761,7.872152,6.726992,6.558655,7.311309,7.097929,6.997602,6.874802,5.867490,6.255921,5.159978,5.667799,5.403124,4.951825,5.469146,4.880581,5.548661,4.693655,4.686269,4.225177,4.652784,4.663424,4.712567,6.684277,6.123655,5.047223,4.638600,4.123178,3.739169,3.805819,3.285026,3.428638,3.456423,3.070684,3.920346,3.303604,2.895744,2.917543,2.759432,3.067204,2.829406,2.965574,2.711886,3.115292,3.472619,2.979987,2.755513,2.888093,Salsa
11.382469,9.821721,7.456151,10.689481,7.782152,7.020475,5.308696,7.922522,5.749554,6.185866,5.171588,5.762799,4.993189,6.127535,4.713810,6.825272,4.565794,5.152987,4.273181,5.485109,4.518760,4.151213,3.945720,4.832734,4.245666,3.576728,3.129421,3.660318,3.507629,3.565670,4.120967,10.124096,9.270723,4.355762,3.620960,3.007463,3.217337,3.012200,2.809460,2.696004,2.998089,2.345024,2.760047,2.601526,2.251278,2.520422,2.388581,2.215274,2.291680,2.217234,2.771970,1.906847,2.621072,1.997944,1.972994,2.166188,2.632419,1.909001,2.114780,1.891111,Salsa
14.168900,11.153029,7.998868,8.247663,7.488088,6.435038,6.197989,6.298610,5.247947,5.537068,5.021203,4.864984,5.267773,4.095863,4.664096,4.620170,3.899303,4.700541,4.156851,4.235357,4.938774,3.465111,4.461803,3.417430,3.716165,3.718993,3.215320,3.101338,3.107177,3.461327,5.159389,3.272832,2.495202,2.730366,2.547072,2.739361,2.709226,2.622415,3.011359,3.154436,4.830515,6.078475,2.955553,2.283366,2.239895,1.966471,2.298118,1.908579,2.096781,1.820023,1.802659,2.271635,1.832131,1.761938,2.019944,1.847166,2.008037,1.694393,1.954433,2.004349,Salsa
16.301998,16.477335,12.987873,13.123060,11.904000,9.769842,8.864955,7.765926,10.182890,6.786937,9.379218,6.886449,7.414429,7.459909,8.420168,8.408694,6.676968,8.484117,6.479748,6.900547,5.658723,6.053526,5.925334,5.877266,6.212985,5.760819,9.216929,5.173151,5.413517,5.303433,6.344893,5.373451,5.066620,6.055614,7.797638,11.415796,5.435720,5.156090,4.191696,4.041145,4.019356,3.792823,4.003787,3.339690,3.973554,3.402929,3.419098,3.145009,3.689106,3.245826,3.160723,3.075045,4.149870,3.778472,3.282909,3.794906,3.022196,3.327530,3.279843,3.216322,Salsa
9.190013,7.942944,10.165691,5.595884,5.492400,6.377111,4.625354,5.375581,4.619106,3.762627,4.294624,4.056098,4.528815,4.375446,4.063022,3.566817,3.806658,3.071374,3.096179,3.870116,4.120184,4.101271,9.084654,3.212103,2.831449,2.578725,2.599728,2.418234,2.276761,2.351876,2.353702,2.444397,2.091672,2.577645,2.567998,2.080171,2.145736,2.178094,1.826143,1.998313,1.689871,1.803067,2.630200,2.310322,1.917033,3.378298,2.125107,1.907559,1.694070,1.648295,1.611772,1.739919,1.413010,1.560971,1.566570,1.372974,1.551394,1.444126,1.483639,1.346786,Salsa
17.194458,15.997898,11.821877,12.395756,13.551544,11.875060,9.681007,9.687428,9.253383,11.583144,8.724487,8.717438,8.885351,7.308102,10.427202,8.427474,8.813361,7.670588,7.200082,10.581413,7.382947,7.107359,6.516884,7.525923,7.371252,5.635039,6.632862,5.965381,6.153561,9.271336,5.101184,4.970136,5.026154,4.662862,5.367995,4.821745,4.638590,6.237333,10.067063,15.303377,6.578839,4.725631,4.173488,3.734009,3.579669,3.703485,3.281557,3.306075,3.447986,3.516775,3.264816,2.914077,2.868237,3.493768,3.532233,3.047335,3.330745,3.153346,3.355751,3.229243,Salsa
14.671177,10.214442,9.571353,8.978794,10.947619,8.756189,7.193858,8.346988,7.788841,7.604593,5.187206,5.121266,5.507468,6.387392,5.581318,4.998751,5.440598,5.045101,11.366222,5.724588,5.314959,4.787825,4.199672,5.299654,3.930127,3.804178,4.415606,3.840415,5.766707,3.924702,3.811557,3.623789,3.842852,4.456754,3.401735,3.983640,4.698175,13.373767,6.111945,3.724396,3.004323,2.891100,3.318024,2.670197,2.748120,2.731268,2.711599,3.730030,2.248701,2.471520,2.362531,2.722158,2.999956,2.410860,2.541679,2.394597,3.179580,2.500172,2.521799,2.675330,Salsa
19.215478,15.003027,13.553300,12.928379,12.377763,10.890832,9.750201,9.439447,9.681834,10.686174,9.165894,8.020212,7.102427,7.854615,7.846830,7.145439,7.984171,8.031669,6.506186,8.250562,6.092939,6.470883,5.440059,5.740629,5.398150,5.207069,5.140099,5.290431,5.843986,4.889323,4.450005,4.630338,4.388497,4.688968,4.880687,5.043099,5.628223,5.044340,7.558896,4.543698,4.162395,3.489107,3.703356,3.580267,3.595667,3.580049,2.842689,3.288099,3.522196,3.063694,2.972767,2.996159,3.093834,3.018616,3.117843,2.967058,2.902528,2.874563,3.265291,2.865279,Salsa
8.998621,10.889254,8.547616,7.073573,7.904148,6.052336,6.125388,5.788143,5.525644,8.232031,4.683071,5.428168,4.792589,4.494433,5.375225,4.160448,5.786503,4.678647,5.243014,6.757727,4.343685,4.536358,4.262308,3.985676,4.498512,3.901063,3.527710,3.216147,5.306804,5.348739,2.890918,2.551035,2.415377,2.826092,2.729486,2.215537,3.039317,2.801195,8.069820,5.449945,2.839378,2.274433,1.947315,2.270547,1.737377,2.056041,1.776684,1.688890,1.870324,1.592214,1.624609,1.647178,1.758056,1.769720,1.747589,1.592905,1.777886,1.558796,2.044444,1.559423,Salsa
23.254484,16.802031,12.259213,11.501594,11.528177,10.903529,9.953550,8.109637,8.622516,7.080711,7.380353,8.732142,6.466728,6.867216,6.115340,6.505187,5.958559,5.947140,6.866497,5.559677,6.703134,5.597853,6.308507,5.399083,5.523511,5.262467,5.198469,6.746838,4.954163,4.238807,4.661284,4.585062,4.594289,4.289611,4.913784,4.909655,8.818358,5.795315,4.435208,4.068242,3.841530,3.472469,3.701138,3.640993,3.246455,3.128369,3.295880,3.113664,3.736969,2.880646,3.560532,3.162480,3.069567,2.960933,3.090114,3.203045,2.839449,3.137650,2.720072,3.057982,Salsa
12.134390,10.912001,9.834831,10.960289,7.642145,8.513236,7.534733,8.551856,6.997999,7.039838,7.188284,6.684298,5.809132,5.614910,5.514075,5.523439,6.196850,4.985015,4.162079,4.521128,4.129876,4.149594,4.669060,4.156027,4.376199,3.495281,3.432049,3.127465,3.575376,3.160826,2.905625,3.648141,4.502911,3.985077,3.139132,3.401464,3.231142,2.762442,2.949189,2.783456,2.966368,2.580354,2.790866,2.556137,2.665839,2.662292,2.772979,2.429114,2.908334,2.511491,2.696352,2.316724,2.133369,2.232945,2.221506,1.873451,2.234668,2.434835,1.953728,2.231028,Salsa
8.704025,9.705216,10.669910,8.446700,11.829639,7.766028,7.479556,7.341620,6.243768,7.100891,7.305229,5.225739,6.321239,4.862650,5.497170,6.861395,4.527570,6.016196,5.001265,4.530011,6.304578,4.698717,5.269036,5.276866,4.005893,5.082186,4.228365,3.616858,4.901202,3.190906,4.044301,4.261359,3.164868,3.212438,3.506043,3.427132,3.829201,3.178885,3.326173,3.509025,3.515194,5.947410,3.062842,3.435192,2.748717,2.715692,2.910279,2.491375,2.313504,2.201262,2.076958,2.104041,1.987772,1.980721,1.995921,1.963542,1.992665,2.327397,2.214631,2.067914,Salsa
15.609114,15.655066,13.862678,15.305991,11.587503,11.167648,9.355886,10.060519,10.079242,8.145292,7.715687,7.942530,9.056696,6.592674,6.883822,7.910923,7.129096,7.065456,7.926056,6.696927,7.067354,5.812652,5.440990,5.439645,6.196778,6.422564,5.697123,4.948440,5.103917,5.600826,5.941079,5.217776,5.999951,7.221343,6.575727,4.670630,4.515991,3.846699,3.837182,3.741281,3.477829,3.758859,3.192927,3.477884,3.235367,3.332523,3.275867,3.259089,3.023729,3.051130,3.284530,2.862524,3.466647,2.843054,2.921943,2.720814,2.946472,2.670758,2.981048,2.543935,Salsa
13.976517,11.751622,10.924979,10.426912,10.250891,7.983877,7.720779,6.394235,7.823716,6.781163,5.795729,6.030669,5.258102,6.528576,5.472817,5.646161,5.030713,5.932027,5.925797,5.943119,5.724349,4.492672,5.054505,4.278712,3.859255,3.293458,3.974009,4.096006,3.829024,3.749954,3.780538,3.170462,3.105291,3.135205,3.193708,5.321154,6.732156,4.166674,3.357613,2.842813,2.943809,2.757893,2.451002,2.468028,2.621858,2.526118,2.263019,2.459767,2.554128,2.322256,2.300990,2.225805,2.146187,2.006368,2.093181,2.075087,2.247326,2.392299,2.470111,2.335207,Salsa
13.813425,13.723571,12.045209,13.134273,12.045950,9.324638,9.267625,7.613203,10.733832,7.068411,7.902508,7.035226,6.839064,7.586103,5.216579,7.766461,5.754820,9.251403,6.224501,5.204929,5.692367,5.131434,6.368245,5.463492,5.518200,5.787422,8.098545,4.922270,5.229839,4.792820,4.632709,5.104497,4.519729,4.737029,4.998715,9.496065,8.746282,4.859468,3.927514,3.669188,4.324855,3.557928,3.346037,3.311968,3.477060,3.833119,2.980540,3.230476,2.783990,3.188266,2.846263,3.044941,2.884851,3.221676,3.308394,2.750263,3.202228,2.686974,3.330563,2.645896,Salsa
14.678227,13.647585,8.945108,10.035080,10.854974,8.111091,8.374901,7.909767,9.363592,7.542864,7.314393,7.217713,6.610267,7.445078,5.361481,5.206940,6.080962,6.161793,6.297576,4.972911,5.469078,4.511633,5.845409,4.712369,4.741515,4.568459,4.556465,9.620065,3.849480,3.996851,3.511834,3.802734,3.659382,3.849954,3.905181,4.382135,13.686699,5.914655,3.520663,3.068853,3.228199,3.519153,2.477608,2.408869,2.603131,2.868410,2.596165,2.408665,2.295651,2.109700,3.040389,2.232456,2.408691,2.519614,2.102471,2.518136,2.153349,2.100978,2.077399,2.594919,Salsa
6.512901,8.551349,5.330642,6.369524,4.020165,4.461201,4.117055,4.036135,4.801183,3.738160,4.354976,3.383313,4.089898,3.096884,4.287946,3.047500,3.762807,3.057713,2.545674,2.720659,2.392651,2.736018,2.689645,2.631049,2.792519,3.727155,2.360699,2.196122,2.011768,2.034651,2.037337,1.770130,2.506787,2.919366,4.708653,2.356929,2.057506,2.134708,1.783123,1.801854,1.710393,1.611323,1.975513,1.660023,1.642981,1.500097,1.609848,1.419905,1.490783,1.431302,1.536903,1.327891,1.256347,1.266654,1.327919,1.290936,1.419516,1.274409,1.167509,1.359577,Salsa
16.623857,16.565967,12.297372,10.316212,12.595020,9.205073,8.489078,8.690879,8.256906,8.651731,7.684741,9.003030,5.576010,6.802090,6.821636,6.700626,6.253093,4.935054,5.235996,4.292891,5.193543,4.604617,5.192906,5.616300,4.146943,5.222172,4.993993,3.848640,5.504685,4.200094,3.636460,4.116028,4.158381,3.403574,3.658454,4.080695,4.313512,11.737356,5.061146,3.670786,3.469108,3.422517,3.348813,2.702153,3.183065,2.507130,2.680414,2.899255,2.375274,2.579508,2.452603,2.539911,2.802257,2.582516,2.456791,2.546271,2.478967,2.610694,2.124562,2.498315,Salsa
